id,prediction
0,0.0
1,0.0
2,0.0
3,0.0
4,336.6396039859958
5,858.9352851105469
6,1588.008173344619
7,2260.404336821045
8,2766.0411869479303
9,3035.5269059639068
10,2690.1547389013563
11,2344.635266966036
12,2481.441479711404
13,1628.4842532331743
14,1897.6338921050246
15,1166.2374576622974
16,836.3697890056927
17,477.43115816164675
18,270.13625049505737
19,32.711515367673734
20,0.0
21,0.0
22,0.0
23,0.0
24,4.354063065799184
25,12.534052518131004
26,12.534052518131004
27,39.11888898171883
28,608.659754465111
29,1176.1096316195096
30,1694.6227999228458
31,2178.4010165199566
32,2973.250412303661
33,3504.1645352550304
34,3129.346289134968
35,2912.4987365730367
36,2490.2460555130087
37,2506.159888096976
38,2711.6465372589237
39,2464.0064248589815
40,1670.9783249287352
41,1048.1333524605284
42,501.7907661128395
43,149.97875935904582
44,0.0
45,0.0
46,0.0
47,0.0
48,7.304146695247802
49,7.304146695247802
50,7.738125251618871
51,229.84238670883641
52,805.3165771608261
53,1500.917174527098
54,2671.947498278927
55,3720.0114369231933
56,4469.611534486507
57,4635.41514287792
58,4572.245034512611
59,4478.412774573475
60,3610.137350618043
61,3473.548393295065
62,2746.1426658989553
63,2095.521146153752
64,1092.936990930866
65,683.1687248358696
66,558.3435475622117
67,247.50809382960693
68,0.0
69,2.214448679234421
70,5.38143470140716
71,5.38143470140716
72,0.0
73,0.0
74,0.9833575494375777
75,78.38903587975851
76,350.00176098308646
77,941.9199288811553
78,2160.820515712423
79,3421.6225815470334
80,4198.988099498277
81,3848.9876340453816
82,3392.6250552449605
83,2613.002578557493
84,3258.5960384056953
85,3336.6450815190633
86,3204.0589786708565
87,2842.8757488238693
88,2088.1040808715884
89,1081.2578031719386
90,496.15786125291896
91,161.03985388629224
92,11.088786549133705
93,0.0
94,0.0
95,4.5285635011911225
96,37.73603913930818
97,37.73603913930818
98,36.64734784591013
99,265.16216434825475
100,691.3818057068604
101,1557.482847604567
102,2770.216835138378
103,3686.9532295252993
104,4605.7858507266565
105,4651.443153740966
106,4485.133459488909
107,4530.22674815728
108,4511.660213600231
109,4119.525883574222
110,3259.145626180913
111,2855.0274422379507
112,1843.9430297063138
113,1034.1303931391308
114,613.6937029392369
115,319.11131102097903
116,40.730777024907475
117,12.100019620773889
118,12.100019620773889
119,8.706319559002237
120,13.411697247748785
121,11.523478558590442
122,6.473269891340893
123,364.66173341786083
124,899.5060963508594
125,1857.2283016401834
126,2770.6696128778303
127,3741.8202378142128
128,4635.62734851279
129,4149.659516141021
130,3103.7370839137193
131,2785.69013963792
132,3028.87130374192
133,2840.8068518406058
134,2846.6234683383386
135,2539.939168253435
136,1322.4372944887816
137,865.6195391747525
138,581.3717382002379
139,386.33523896621665
140,74.24285867531066
141,19.21521649485827
142,19.21521649485827
143,10.294020962119122
144,16.982166827196927
145,20.14915284936966
146,9.640255913513625
147,465.1029893075452
148,912.4642341136004
149,1857.2283016401834
150,2868.5365386172
151,3686.1488861504154
152,4425.125720515001
153,4743.044601271692
154,4429.267078996212
155,4143.7691964589685
156,3432.300334548049
157,3127.82669284623
158,2476.585423753172
159,2532.1274632998684
160,1370.9594725013656
161,836.8102030510589
162,607.7982166305713
163,284.0804611534534
164,31.750133013843726
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,0.0
171,35.289292909508
172,67.78610411619644
173,270.0351830547354
174,393.2227499373295
175,433.471168426575
176,679.0511098814613
177,654.5060352097202
178,660.1089848641427
179,910.8918027389825
180,1442.59107420812
181,1890.4460965148942
182,1937.9730767279802
183,1894.6700135736917
184,1075.397235391119
185,774.6981223045085
186,268.8537761254823
187,240.9941081358856
188,28.641309190145083
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,2.574133961289545
195,176.60753308279794
196,317.9062486767396
197,618.5801180075723
198,1035.3159180734547
199,1759.9001510881842
200,2480.704942888065
201,2188.487780024587
202,2317.3293477631996
203,2495.495056155633
204,2377.970623409444
205,2352.913369090709
206,2095.9098075532365
207,1622.8475593258102
208,823.4295838612677
209,447.4451617006999
210,133.83820849953403
211,70.50576516666797
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,6.672477564584595
218,11.520101496974071
219,49.459938467541775
220,138.9230230997352
221,332.5859630500568
222,670.8266907832889
223,869.5113830512933
224,1855.02344564207
225,1931.776939799131
226,1684.0746430741983
227,1634.5851077517564
228,1526.9548597110768
229,1294.297601665687
230,1027.5508469494223
231,1073.7395883080494
232,703.5085793296289
233,432.33112185953973
234,127.53428095359043
235,92.5910178254279
236,0.0
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,11.045495309518138
243,36.42852098434987
244,123.32149331729885
245,529.9054423494924
246,1134.923712677813
247,1780.6196762627126
248,2377.8608019326093
249,1961.2244951068838
250,1018.9457032608013
251,1345.6372649132604
252,1398.7686220115509
253,1526.871216055091
254,1328.748791487912
255,1480.5913820347866
256,940.1582315882379
257,680.552299649064
258,347.51180395407886
259,364.2884466295276
260,112.02792716716948
261,0.0
262,0.0
263,0.0
264,0.0
265,0.9833575494375777
266,37.91172949870569
267,179.9097971914178
268,322.7946525438052
269,773.6878711218416
270,1286.1987096171565
271,1470.0512235724277
272,1770.9866817764037
273,2281.4562474938025
274,1842.2862754461987
275,1417.6439198630017
276,1831.8237819101228
277,2042.9474675696201
278,1666.9122745366265
279,1826.5488848174589
280,1236.0294570244062
281,649.0648439396517
282,316.7777504923132
283,92.72347400252468
284,2.4354922384504305
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,34.51802943693404
291,248.12338643819402
292,334.9053070219931
293,764.0186699658927
294,1327.831991476821
295,1775.388906930552
296,1494.440812372822
297,1572.8512407498542
298,1659.1054089980844
299,1637.6166162607117
300,1597.7459315221067
301,1296.3676615325226
302,1198.7205922206451
303,1141.806995026811
304,998.8336494656575
305,523.4093977181063
306,152.22625229406202
307,112.82700780714046
308,0.0
309,0.0
310,0.0
311,0.0
312,8.098554423521964
313,8.098554423521964
314,27.849040869277307
315,157.0009644593321
316,516.9997243807843
317,973.7000593653523
318,1477.9158305361325
319,1794.1752821568803
320,2207.7903233200373
321,2863.454466036261
322,2852.9111546134454
323,2612.2658938656186
324,1695.8152902815168
325,1533.4339756879222
326,1197.710754898397
327,810.7590913102293
328,611.0129886994563
329,299.1230553493877
330,61.597997612606406
331,58.7506756467499
332,0.49054242121552954
333,0.0
334,0.0
335,0.0
336,1.0287741375199193
337,1.0287741375199193
338,9.543027338124613
339,17.78487262087052
340,123.98982554578285
341,588.0188115321603
342,883.4642113586701
343,836.2015894705196
344,1233.2842127457964
345,1354.7416576561843
346,1264.0845956513929
347,1410.3037994514812
348,1364.094089873947
349,1098.830483061203
350,988.2555250073169
351,1017.2413474552079
352,612.7241126884866
353,440.46032911423225
354,62.170172279425586
