,id,time,prediction,location
0,0,2023-05-01 00:00:00,29.796600829676784,B
1,1,2023-05-01 01:00:00,37.17901557625687,B
2,2,2023-05-01 02:00:00,25.57272174979857,B
3,3,2023-05-01 03:00:00,21.414333347082625,B
4,4,2023-05-01 04:00:00,90.4504045045764,B
5,5,2023-05-01 05:00:00,160.93789436860283,B
6,6,2023-05-01 06:00:00,297.7459400462942,B
7,7,2023-05-01 07:00:00,371.9627488244975,B
8,8,2023-05-01 08:00:00,519.3501661164026,B
9,9,2023-05-01 09:00:00,491.8234400416805,B
10,10,2023-05-01 10:00:00,464.59777889681857,B
11,11,2023-05-01 11:00:00,485.7323846770466,B
12,12,2023-05-01 12:00:00,539.9542720459916,B
13,13,2023-05-01 13:00:00,406.6299863931661,B
14,14,2023-05-01 14:00:00,353.842156993721,B
15,15,2023-05-01 15:00:00,270.1564573907627,B
16,16,2023-05-01 16:00:00,200.6213588550347,B
17,17,2023-05-01 17:00:00,130.28683740045923,B
18,18,2023-05-01 18:00:00,99.94643144861465,B
19,19,2023-05-01 19:00:00,23.672499405408477,B
20,20,2023-05-01 20:00:00,12.646309959929148,B
21,21,2023-05-01 21:00:00,31.61906721542931,B
22,22,2023-05-01 22:00:00,31.80170348627764,B
23,23,2023-05-01 23:00:00,31.071192815998074,B
24,24,2023-05-06 00:00:00,0.0,B
25,25,2023-05-06 01:00:00,9.96931487194573,B
26,26,2023-05-06 02:00:00,0.0,B
27,27,2023-05-06 03:00:00,6.829940263271628,B
28,28,2023-05-06 04:00:00,90.59072043986735,B
29,29,2023-05-06 05:00:00,201.81789939966,B
30,30,2023-05-06 06:00:00,309.7360627274556,B
31,31,2023-05-06 07:00:00,334.582730413168,B
32,32,2023-05-06 08:00:00,532.7528285897748,B
33,33,2023-05-06 09:00:00,515.4185847024656,B
34,34,2023-05-06 10:00:00,637.1554876304763,B
35,35,2023-05-06 11:00:00,666.1732044068981,B
36,36,2023-05-06 12:00:00,664.4443006001075,B
37,37,2023-05-06 13:00:00,668.7142280850637,B
38,38,2023-05-06 14:00:00,540.1131339595385,B
39,39,2023-05-06 15:00:00,497.2864516121592,B
40,40,2023-05-06 16:00:00,290.4499141653252,B
41,41,2023-05-06 17:00:00,142.73845655168327,B
42,42,2023-05-06 18:00:00,73.14383982812588,B
