,id,time,prediction,location
0,0,2023-05-01 00:00:00,52.80133962383566,A
1,1,2023-05-01 01:00:00,76.80553219274418,A
2,2,2023-05-01 02:00:00,83.60376505716128,A
3,3,2023-05-01 03:00:00,154.71216427771608,A
4,4,2023-05-01 04:00:00,397.3886406263693,A
5,5,2023-05-01 05:00:00,1208.0696221063754,A
6,6,2023-05-01 06:00:00,2505.5855253662226,A
7,7,2023-05-01 07:00:00,2812.333144394536,A
8,8,2023-05-01 08:00:00,3010.434727419032,A
9,9,2023-05-01 09:00:00,2675.095794247032,A
10,10,2023-05-01 10:00:00,2480.1477256933767,A
11,11,2023-05-01 11:00:00,2670.3446915890054,A
12,12,2023-05-01 12:00:00,2741.81647690638,A
13,13,2023-05-01 13:00:00,2542.7997285312235,A
14,14,2023-05-01 14:00:00,2434.227659519541,A
15,15,2023-05-01 15:00:00,1622.005756169974,A
16,16,2023-05-01 16:00:00,1397.7984073558064,A
17,17,2023-05-01 17:00:00,698.0987728765408,A
18,18,2023-05-01 18:00:00,314.41175901995894,A
19,19,2023-05-01 19:00:00,75.68870774518132,A
20,20,2023-05-01 20:00:00,103.11667049735908,A
21,21,2023-05-01 21:00:00,92.07127775410513,A
22,22,2023-05-01 22:00:00,99.2750435637124,A
23,23,2023-05-01 23:00:00,97.39734202410484,A
24,24,2023-05-06 00:00:00,52.84460840032638,A
25,25,2023-05-06 01:00:00,76.58453492155208,A
26,26,2023-05-06 02:00:00,78.7185777774004,A
27,27,2023-05-06 03:00:00,189.92218214141064,A
28,28,2023-05-06 04:00:00,631.7913932322277,A
29,29,2023-05-06 05:00:00,1521.6687988595215,A
30,30,2023-05-06 06:00:00,2132.534563126441,A
31,31,2023-05-06 07:00:00,2867.243956360626,A
32,32,2023-05-06 08:00:00,3702.203658678593,A
33,33,2023-05-06 09:00:00,3924.207320790142,A
34,34,2023-05-06 10:00:00,4350.90351470121,A
35,35,2023-05-06 11:00:00,3843.575252813159,A
36,36,2023-05-06 12:00:00,3954.035835978315,A
37,37,2023-05-06 13:00:00,3777.38510475138,A
38,38,2023-05-06 14:00:00,3011.3560310721305,A
39,39,2023-05-06 15:00:00,2848.5999197783703,A
40,40,2023-05-06 16:00:00,1940.8271646714973,A
41,41,2023-05-06 17:00:00,1079.420093813281,A
42,42,2023-05-06 18:00:00,486.4607262948098,A
43,43,2023-05-06 19:00:00,157.566019496355,A
44,44,2023-05-06 20:00:00,83.57349372957778,A
45,45,2023-05-06 21:00:00,85.26498642545779,A
46,46,2023-05-06 22:00:00,55.236736847567805,A
47,47,2023-05-06 23:00:00,63.55304520663888,A
48,48,2023-05-14 00:00:00,22.50169020855179,A
49,49,2023-05-14 01:00:00,40.59975069439393,A
50,50,2023-05-14 02:00:00,62.86599033342447,A
51,51,2023-05-14 03:00:00,308.4416560162527,A
52,52,2023-05-14 04:00:00,705.3551989797027,A
53,53,2023-05-14 05:00:00,1718.997911615783,A
54,54,2023-05-14 06:00:00,2688.4606270658805,A
55,55,2023-05-14 07:00:00,3430.598146413311,A
56,56,2023-05-14 08:00:00,4347.365748819037,A
57,57,2023-05-14 09:00:00,4711.292873720938,A
58,58,2023-05-14 10:00:00,5225.100554046951,A
59,59,2023-05-14 11:00:00,4598.3074786546495,A
60,60,2023-05-14 12:00:00,4601.925031355037,A
61,61,2023-05-14 13:00:00,4480.379728645238,A
62,62,2023-05-14 14:00:00,3366.656948810873,A
63,63,2023-05-14 15:00:00,2408.6139223740684,A
64,64,2023-05-14 16:00:00,1270.7646094574095,A
65,65,2023-05-14 17:00:00,867.4828631328959,A
66,66,2023-05-14 18:00:00,467.12755237652993,A
67,67,2023-05-14 19:00:00,165.99784098217813,A
68,68,2023-05-14 20:00:00,50.38802130589854,A
69,69,2023-05-14 21:00:00,58.45791122221956,A
70,70,2023-05-14 22:00:00,59.71361304464569,A
71,71,2023-05-14 23:00:00,58.57344781009737,A
72,72,2023-05-18 00:00:00,44.002328956240966,A
73,73,2023-05-18 01:00:00,31.034897670210597,A
74,74,2023-05-18 02:00:00,48.84181431675368,A
75,75,2023-05-18 03:00:00,172.629492919607,A
76,76,2023-05-18 04:00:00,562.3274053390726,A
77,77,2023-05-18 05:00:00,1365.06127545413,A
78,78,2023-05-18 06:00:00,2365.435562371159,A
79,79,2023-05-18 07:00:00,3469.8460941858384,A
80,80,2023-05-18 08:00:00,4000.981811262197,A
81,81,2023-05-18 09:00:00,3410.7443342732618,A
82,82,2023-05-18 10:00:00,3234.916034832705,A
83,83,2023-05-18 11:00:00,3845.382510549104,A
84,84,2023-05-18 12:00:00,3753.362128722265,A
85,85,2023-05-18 13:00:00,2982.005017737976,A
86,86,2023-05-18 14:00:00,3391.819661489844,A
87,87,2023-05-18 15:00:00,2733.799752529593,A
88,88,2023-05-18 16:00:00,1930.296159631468,A
89,89,2023-05-18 17:00:00,819.4178343045988,A
90,90,2023-05-18 18:00:00,348.49516038851,A
91,91,2023-05-18 19:00:00,185.1981771728556,A
92,92,2023-05-18 20:00:00,51.833134965175255,A
93,93,2023-05-18 21:00:00,41.96890716638091,A
94,94,2023-05-18 22:00:00,54.2590728406878,A
95,95,2023-05-18 23:00:00,54.67495182097641,A
96,96,2023-05-20 00:00:00,34.61085926880744,A
97,97,2023-05-20 01:00:00,44.01526885427068,A
98,98,2023-05-20 02:00:00,70.82874585304599,A
99,99,2023-05-20 03:00:00,260.7717773077131,A
100,100,2023-05-20 04:00:00,753.4752904176219,A
101,101,2023-05-20 05:00:00,1524.7410536028945,A
102,102,2023-05-20 06:00:00,2468.210104904839,A
103,103,2023-05-20 07:00:00,3767.8987009976568,A
104,104,2023-05-20 08:00:00,4500.008099276132,A
105,105,2023-05-20 09:00:00,4236.957613916329,A
106,106,2023-05-20 10:00:00,4758.541541966591,A
107,107,2023-05-20 11:00:00,4287.419864857123,A
108,108,2023-05-20 12:00:00,4514.95822261146,A
109,109,2023-05-20 13:00:00,4360.413644114903,A
110,110,2023-05-20 14:00:00,3520.1648283608265,A
111,111,2023-05-20 15:00:00,3073.886763057149,A
112,112,2023-05-20 16:00:00,2074.128613300977,A
113,113,2023-05-20 17:00:00,1068.0992603290863,A
114,114,2023-05-20 18:00:00,490.03072383315407,A
115,115,2023-05-20 19:00:00,223.1953985061588,A
116,116,2023-05-20 20:00:00,54.38761734475768,A
117,117,2023-05-20 21:00:00,45.42962979849318,A
118,118,2023-05-20 22:00:00,48.07907506540478,A
119,119,2023-05-20 23:00:00,49.73985876891646,A
120,120,2023-05-21 00:00:00,44.79386263084336,A
121,121,2023-05-21 01:00:00,48.16284075704357,A
122,122,2023-05-21 02:00:00,91.70788083837516,A
123,123,2023-05-21 03:00:00,252.53376171674347,A
124,124,2023-05-21 04:00:00,766.860644750173,A
125,125,2023-05-21 05:00:00,1765.1207152762397,A
126,126,2023-05-21 06:00:00,2820.2725431199706,A
127,127,2023-05-21 07:00:00,3753.996844239317,A
128,128,2023-05-21 08:00:00,4349.767823067081,A
129,129,2023-05-21 09:00:00,4087.523510626995,A
130,130,2023-05-21 10:00:00,4260.277033170077,A
131,131,2023-05-21 11:00:00,3443.385820683746,A
132,132,2023-05-21 12:00:00,3295.1056044005886,A
133,133,2023-05-21 13:00:00,3595.523748512835,A
134,134,2023-05-21 14:00:00,3465.246987112564,A
135,135,2023-05-21 15:00:00,2629.3208314751114,A
136,136,2023-05-21 16:00:00,1772.741626992865,A
137,137,2023-05-21 17:00:00,991.430467022404,A
138,138,2023-05-21 18:00:00,530.4783723911751,A
139,139,2023-05-21 19:00:00,209.5904733956621,A
140,140,2023-05-21 20:00:00,55.67108912178218,A
141,141,2023-05-21 21:00:00,59.883212074506126,A
142,142,2023-05-21 22:00:00,44.85164503395554,A
143,143,2023-05-21 23:00:00,53.61418110399296,A
144,144,2023-05-22 00:00:00,42.74627109615902,A
145,145,2023-05-22 01:00:00,45.98457125110339,A
146,146,2023-05-22 02:00:00,91.26300931570864,A
147,147,2023-05-22 03:00:00,257.92825069168606,A
148,148,2023-05-22 04:00:00,780.53510848547,A
149,149,2023-05-22 05:00:00,1799.243204082553,A
150,150,2023-05-22 06:00:00,3002.99914599868,A
151,151,2023-05-22 07:00:00,3633.7331684276255,A
152,152,2023-05-22 08:00:00,4094.935450874336,A
153,153,2023-05-22 09:00:00,4624.398682810877,A
154,154,2023-05-22 10:00:00,4541.674808978059,A
155,155,2023-05-22 11:00:00,4124.563280843652,A
156,156,2023-05-22 12:00:00,4090.543575818094,A
157,157,2023-05-22 13:00:00,3373.80882450978,A
158,158,2023-05-22 14:00:00,3342.8551000391444,A
159,159,2023-05-22 15:00:00,2468.773514912973,A
160,160,2023-05-22 16:00:00,1866.2126981937208,A
161,161,2023-05-22 17:00:00,907.9863433313787,A
162,162,2023-05-22 18:00:00,509.18084347002247,A
163,163,2023-05-22 19:00:00,226.91883967573767,A
164,164,2023-05-22 20:00:00,59.22485798915351,A
165,165,2023-05-22 21:00:00,20.62658174110947,A
166,166,2023-05-22 22:00:00,25.89633021738724,A
167,167,2023-05-22 23:00:00,31.20046941285562,A
168,168,2023-05-23 00:00:00,25.76132920551688,A
169,169,2023-05-23 01:00:00,32.02106797273267,A
170,170,2023-05-23 02:00:00,37.83535722783826,A
171,171,2023-05-23 03:00:00,125.695452859821,A
172,172,2023-05-23 04:00:00,248.1276249873143,A
173,173,2023-05-23 05:00:00,448.7227498261761,A
174,174,2023-05-23 06:00:00,439.7112342554393,A
175,175,2023-05-23 07:00:00,633.1874648584488,A
176,176,2023-05-23 08:00:00,851.5590598807223,A
177,177,2023-05-23 09:00:00,882.5594839044447,A
178,178,2023-05-23 10:00:00,974.54105711455,A
179,179,2023-05-23 11:00:00,1627.005119851328,A
180,180,2023-05-23 12:00:00,2101.1329459444614,A
181,181,2023-05-23 13:00:00,2189.0473475011167,A
182,182,2023-05-23 14:00:00,1808.6281172442757,A
183,183,2023-05-23 15:00:00,2166.571721522886,A
184,184,2023-05-23 16:00:00,1468.2272246360278,A
185,185,2023-05-23 17:00:00,774.9366910790517,A
186,186,2023-05-23 18:00:00,366.28749262784834,A
187,187,2023-05-23 19:00:00,180.93958017515152,A
188,188,2023-05-23 20:00:00,64.7549677522055,A
189,189,2023-05-23 21:00:00,49.172812286096764,A
190,190,2023-05-23 22:00:00,51.539567616131166,A
191,191,2023-05-23 23:00:00,59.34491732446122,A
192,192,2023-05-25 00:00:00,34.76004398707924,A
193,193,2023-05-25 01:00:00,39.12103810365374,A
194,194,2023-05-25 02:00:00,87.98512809290129,A
195,195,2023-05-25 03:00:00,247.4376400211496,A
196,196,2023-05-25 04:00:00,427.4729733063382,A
197,197,2023-05-25 05:00:00,864.4416974092239,A
198,198,2023-05-25 06:00:00,1837.7197604623884,A
199,199,2023-05-25 07:00:00,2502.392546388762,A
200,200,2023-05-25 08:00:00,2223.673536613382,A
201,201,2023-05-25 09:00:00,1903.4651267982888,A
202,202,2023-05-25 10:00:00,2390.033810057761,A
203,203,2023-05-25 11:00:00,2395.26557133587,A
204,204,2023-05-25 12:00:00,2575.96093848858,A
205,205,2023-05-25 13:00:00,2391.6945468029858,A
206,206,2023-05-25 14:00:00,2021.89400823754,A
207,207,2023-05-25 15:00:00,1244.0261439480091,A
208,208,2023-05-25 16:00:00,956.0365165924812,A
209,209,2023-05-25 17:00:00,462.2151431274144,A
210,210,2023-05-25 18:00:00,260.8889667967485,A
211,211,2023-05-25 19:00:00,37.87726545762157,A
212,212,2023-05-25 20:00:00,19.895768544872094,A
213,213,2023-05-25 21:00:00,0.0,A
214,214,2023-05-25 22:00:00,2.548098063660569,A
215,215,2023-05-25 23:00:00,14.25949964419323,A
216,216,2023-05-27 00:00:00,55.13676458003241,A
217,217,2023-05-27 01:00:00,78.39447954290395,A
218,218,2023-05-27 02:00:00,73.44206588767753,A
219,219,2023-05-27 03:00:00,161.76042922170413,A
220,220,2023-05-27 04:00:00,304.7781321609435,A
221,221,2023-05-27 05:00:00,529.1541034150122,A
222,222,2023-05-27 06:00:00,977.167367302829,A
223,223,2023-05-27 07:00:00,1433.6554882382518,A
224,224,2023-05-27 08:00:00,2280.950536888412,A
225,225,2023-05-27 09:00:00,2122.463806923084,A
226,226,2023-05-27 10:00:00,1906.8594543288457,A
227,227,2023-05-27 11:00:00,2307.713065656615,A
228,228,2023-05-27 12:00:00,1736.658424465318,A
229,229,2023-05-27 13:00:00,1468.5463434771298,A
230,230,2023-05-27 14:00:00,1089.87364579217,A
231,231,2023-05-27 15:00:00,789.2615553000209,A
232,232,2023-05-27 16:00:00,724.4695086526116,A
233,233,2023-05-27 17:00:00,546.1552989035723,A
234,234,2023-05-27 18:00:00,262.1494023677558,A
235,235,2023-05-27 19:00:00,78.73213800324586,A
236,236,2023-05-27 20:00:00,49.2332573603836,A
237,237,2023-05-27 21:00:00,41.575065355551445,A
238,238,2023-05-27 22:00:00,51.86150887152905,A
239,239,2023-05-27 23:00:00,50.35845857563073,A
240,240,2023-05-28 00:00:00,41.44450731121952,A
241,241,2023-05-28 01:00:00,69.29974520461381,A
242,242,2023-05-28 02:00:00,79.95382947694814,A
243,243,2023-05-28 03:00:00,143.93832707212997,A
244,244,2023-05-28 04:00:00,333.8213497767987,A
245,245,2023-05-28 05:00:00,1037.1757320241284,A
246,246,2023-05-28 06:00:00,1552.1279199138228,A
247,247,2023-05-28 07:00:00,2688.1559178545795,A
248,248,2023-05-28 08:00:00,2565.05662229526,A
249,249,2023-05-28 09:00:00,1098.6422792842957,A
250,250,2023-05-28 10:00:00,1128.7105829529742,A
251,251,2023-05-28 11:00:00,1583.510798094997,A
252,252,2023-05-28 12:00:00,1956.6143659368088,A
253,253,2023-05-28 13:00:00,2200.620821896228,A
254,254,2023-05-28 14:00:00,1985.49275434493,A
255,255,2023-05-28 15:00:00,2089.563722877932,A
256,256,2023-05-28 16:00:00,1918.3314721048816,A
257,257,2023-05-28 17:00:00,1066.2385619324498,A
258,258,2023-05-28 18:00:00,593.315020622785,A
259,259,2023-05-28 19:00:00,214.8747134131712,A
260,260,2023-05-28 20:00:00,108.506958675937,A
261,261,2023-05-28 21:00:00,53.127742479261485,A
262,262,2023-05-28 22:00:00,50.26823063645853,A
263,263,2023-05-28 23:00:00,48.35317017159051,A
264,264,2023-05-30 00:00:00,44.39879178583416,A
265,265,2023-05-30 01:00:00,40.34995436107008,A
266,266,2023-05-30 02:00:00,98.4013014267675,A
267,267,2023-05-30 03:00:00,204.21277606022915,A
268,268,2023-05-30 04:00:00,344.473334268459,A
269,269,2023-05-30 05:00:00,800.3674750072556,A
270,270,2023-05-30 06:00:00,1428.6666879051345,A
271,271,2023-05-30 07:00:00,1335.8404087905524,A
272,272,2023-05-30 08:00:00,2031.869052083018,A
273,273,2023-05-30 09:00:00,2197.2656451835965,A
274,274,2023-05-30 10:00:00,2357.537764209101,A
275,275,2023-05-30 11:00:00,2045.4975471253788,A
276,276,2023-05-30 12:00:00,2276.6297347122068,A
277,277,2023-05-30 13:00:00,1761.539304833581,A
278,278,2023-05-30 14:00:00,1872.375346011294,A
279,279,2023-05-30 15:00:00,1446.5660211154482,A
280,280,2023-05-30 16:00:00,1079.5624146943785,A
281,281,2023-05-30 17:00:00,543.6231807985253,A
282,282,2023-05-30 18:00:00,222.24770034397704,A
283,283,2023-05-30 19:00:00,79.91042001802,A
284,284,2023-05-30 20:00:00,78.65127442516982,A
285,285,2023-05-30 21:00:00,60.188401630801046,A
286,286,2023-05-30 22:00:00,31.88403502476574,A
287,287,2023-05-30 23:00:00,49.77418751017474,A
288,288,2023-06-01 00:00:00,47.68585796419612,A
289,289,2023-06-01 01:00:00,38.66849284639016,A
290,290,2023-06-01 02:00:00,128.7747783109926,A
291,291,2023-06-01 03:00:00,212.21010665748943,A
292,292,2023-06-01 04:00:00,396.08700085891473,A
293,293,2023-06-01 05:00:00,780.7414740972988,A
294,294,2023-06-01 06:00:00,1839.6320409400223,A
295,295,2023-06-01 07:00:00,2112.069410517093,A
296,296,2023-06-01 08:00:00,2121.236063481835,A
297,297,2023-06-01 09:00:00,2355.7071457628,A
298,298,2023-06-01 10:00:00,2355.5467613391907,A
299,299,2023-06-01 11:00:00,2571.5578449651302,A
300,300,2023-06-01 12:00:00,1867.931397900859,A
301,301,2023-06-01 13:00:00,1810.559852965064,A
302,302,2023-06-01 14:00:00,1569.5765055641666,A
303,303,2023-06-01 15:00:00,1342.2820939022054,A
304,304,2023-06-01 16:00:00,1048.7069440330763,A
305,305,2023-06-01 17:00:00,739.1465520574892,A
306,306,2023-06-01 18:00:00,381.2044222838843,A
307,307,2023-06-01 19:00:00,179.12746075815545,A
308,308,2023-06-01 20:00:00,64.48875536526305,A
309,309,2023-06-01 21:00:00,40.53467776036003,A
310,310,2023-06-01 22:00:00,28.844264422704427,A
311,311,2023-06-01 23:00:00,41.8769383810313,A
312,312,2023-06-02 00:00:00,40.00171440822961,A
313,313,2023-06-02 01:00:00,40.57014310094967,A
314,314,2023-06-02 02:00:00,91.9101289529357,A
315,315,2023-06-02 03:00:00,227.1298677433841,A
316,316,2023-06-02 04:00:00,478.418800059348,A
317,317,2023-06-02 05:00:00,1161.719283030979,A
318,318,2023-06-02 06:00:00,1417.507310193886,A
319,319,2023-06-02 07:00:00,2075.847169640708,A
320,320,2023-06-02 08:00:00,2824.5071297030954,A
321,321,2023-06-02 09:00:00,3431.842065429637,A
322,322,2023-06-02 10:00:00,3270.7662447144103,A
323,323,2023-06-02 11:00:00,2528.459820030161,A
324,324,2023-06-02 12:00:00,1914.8151772043009,A
325,325,2023-06-02 13:00:00,1321.3405787091644,A
326,326,2023-06-02 14:00:00,1329.2953853242564,A
327,327,2023-06-02 15:00:00,1011.2200834005832,A
328,328,2023-06-02 16:00:00,1044.4610654103783,A
329,329,2023-06-02 17:00:00,714.9880110874137,A
330,330,2023-06-02 18:00:00,206.5824203195414,A
331,331,2023-06-02 19:00:00,106.34196542349748,A
332,332,2023-06-02 20:00:00,44.52634314869374,A
333,333,2023-06-02 21:00:00,26.10856997445021,A
334,334,2023-06-02 22:00:00,31.145153197067227,A
335,335,2023-06-02 23:00:00,39.259284932878174,A
336,336,2023-06-03 00:00:00,30.84773061598488,A
337,337,2023-06-03 01:00:00,42.89457493310567,A
338,338,2023-06-03 02:00:00,85.92126686760994,A
339,339,2023-06-03 03:00:00,144.1610035083112,A
340,340,2023-06-03 04:00:00,286.0816417569048,A
341,341,2023-06-03 05:00:00,670.4386055432371,A
342,342,2023-06-03 06:00:00,957.0245050535829,A
343,343,2023-06-03 07:00:00,1260.3125275679602,A
344,344,2023-06-03 08:00:00,1747.1897632006908,A
345,345,2023-06-03 09:00:00,1967.2398372241405,A
346,346,2023-06-03 10:00:00,1905.22132630733,A
347,347,2023-06-03 11:00:00,2080.4620598733927,A
348,348,2023-06-03 12:00:00,1893.0896154299169,A
349,349,2023-06-03 13:00:00,2221.948238767476,A
350,350,2023-06-03 14:00:00,1587.1279937230252,A
